,Date,Name / Description,Expense/Income,Amount (EUR),Transaction,Category
8846,2023-10-06 02:28:17.967683,Theater Tickets,Expense,295.08,Theater Tickets,Leisure
8847,2023-10-06 06:11:36.128596,Therapist Session,Income,454.79,Therapist Session,Health and Wellness
8848,2023-10-06 06:51:24.598683,Fishing License,Income,217.46,,
8849,2023-10-06 06:53:36.972043,Camera Equipment,Income,104.04,Camera Equipment,Photography
8850,2023-10-06 09:04:03.486083,Freight Shipping,Expense,76.85,,
8851,2023-10-06 09:11:48.623232,Sporting Event,Expense,261.75,Sporting Event,Sport and Fitness
8852,2023-10-06 09:58:28.809061,Golf Course,Income,449.64,Golf Course,Sport and Fitness
8853,2023-10-06 12:07:25.490054,Museum Tickets,Income,332.45,Museum Tickets,Leisure
8854,2023-10-06 15:47:05.243269,School Supplies,Expense,305.34,School Supplies,Education
8855,2023-10-06 18:45:05.305568,Photography Service,Expense,302.46,,
8856,2023-10-06 19:14:53.546718,Funeral Expenses,Expense,257.76,Funeral Expenses,Bereavement
8857,2023-10-06 20:00:06.087896,Pet Supplies,Income,393.42,Pet Supplies,Pet Care
8858,2023-10-06 20:42:12.332306,Job Board Fee,Expense,416.93,Job Board Fee,Career Development
8859,2023-10-06 22:33:19.030567,Trash Collection,Expense,110.18,Trash Collection,Utilities
8860,2023-10-06 22:58:20.462006,Bowling Alley,Income,152.18,Bowling Alley,Leisure
8861,2023-10-06 23:12:53.082127,Electrician Service,Expense,79.69,Electrician Service,Maintenance
8862,2023-10-06 23:54:33.635589,Phone Accessory,Expense,414.27,Phone Accessory,Electronics
8863,2023-10-07 00:00:24.861130,Firewood,Expense,469.7,Firewood,Home Maintenance
8864,2023-10-07 03:03:01.228455,Fishing License,Expense,219.82,,
8865,2023-10-07 03:50:48.781707,Photography Service,Expense,454.59,,
8866,2023-10-07 04:34:47.159823,Moving Service,Expense,271.42,Moving Service,Moving
8867,2023-10-07 09:16:02.946458,Vehicle Insurance,Expense,462.21,Vehicle Insurance,Transportation
8868,2023-10-07 10:05:46.518954,Life Insurance,Income,196.73,Life Insurance,Insurance
8869,2023-10-07 10:13:33.025460,Airport Parking,Expense,175.7,Airport Parking,Travel
8870,2023-10-07 11:11:16.355926,Outdoor Equipment,Expense,313.73,,
8871,2023-10-07 17:25:11.965312,Hotel Stay,Expense,190.31,Hotel Stay,Accommodation
8872,2023-10-07 17:40:42.872627,Overdraft Fee,Income,224.59,Overdraft Fee,Banking Fees
8873,2023-10-07 22:42:54.747738,Office Supplies,Expense,197.02,Office Supplies,Office Expenses
8874,2023-10-07 23:57:55.834824,Electricity Bill,Expense,231.39,Electricity Bill,Utilities
8875,2023-10-07 23:58:37.104511,Vacation Home Rental,Income,17.45,Vacation Home Rental,Accommodation
8876,2023-10-08 02:00:44.595140,Job Board Fee,Expense,436.97,Job Board Fee,Career Development
8877,2023-10-08 03:57:09.607182,Business Supplies,Income,434.26,Business Supplies,Office Expenses
8878,2023-10-08 04:09:41.895738,Mortgage Payment,Income,460.99,,
8879,2023-10-08 07:42:24.660168,Etsy Purchase,Income,243.08,Etsy Purchase,Hobbies
8880,2023-10-08 08:23:14.084509,Netflix Subscription,Expense,312.31,Netflix Subscription,Entertainment
8881,2023-10-08 12:00:32.559441,Monthly Rent,Income,299.76,Monthly Rent,Rent
8882,2023-10-08 12:45:27.257614,Hotel Stay,Income,151.97,Hotel Stay,Accommodation
8883,2023-10-08 13:26:22.736321,Water Bill,Expense,469.93,Water Bill,Utilities
8884,2023-10-08 14:14:59.653424,Window Cleaning,Expense,122.24,,
8885,2023-10-08 14:27:04.349935,Tattoo Parlor,Expense,477.34,Tattoo Parlor,Entertainment
8886,2023-10-08 14:52:56.310286,Roof Repair,Expense,338.68,Roof Repair,Maintenance
8887,2023-10-08 15:30:36.510634,Dental Care,Income,410.28,Dental Care,Health and Wellness
8888,2023-10-08 16:32:44.826357,Department Store,Income,174.68,Department Store,Shopping
8889,2023-10-08 17:39:24.301600,Hotel Stay,Income,113.65,Hotel Stay,Accommodation
8890,2023-10-09 05:05:57.200033,Bail Bond Payment,Income,277.46,,
8891,2023-10-09 05:26:57.725527,Investment Brokerage Fee,Income,314.43,,
8892,2023-10-09 08:50:38.014589,Anniversary Gift,Income,110.26,Anniversary Gift,Romance
8893,2023-10-09 14:34:09.010339,Subscription Box,Expense,191.03,Subscription Box,Subscriptions
8894,2023-10-09 17:57:37.165591,Business Supplies,Income,496.12,Business Supplies,Office Expenses
8895,2023-10-09 19:43:58.914950,Home Appliance,Income,484.88,,
8896,2023-10-09 21:17:05.842475,Digital Download,Income,452.94,Digital Download,Software/Purchases
8897,2023-10-10 00:01:33.644707,Firewood,Income,150.04,Firewood,Home Maintenance
8898,2023-10-10 01:05:43.608711,Wine Subscription,Expense,491.56,Wine Subscription,Entertainment Subs
8899,2023-10-10 01:13:14.446431,Job Board Fee,Income,417.74,Job Board Fee,Career Development
8900,2023-10-10 03:03:21.053236,Restaurant Dining,Income,459.61,,
8901,2023-10-10 05:02:02.835412,Art Gallery Purchase,Income,178.47,Art Gallery Purchase,Collectibles
8902,2023-10-10 08:56:18.369815,Hotel Stay,Expense,46.02,Hotel Stay,Accommodation
8903,2023-10-10 12:32:02.591160,Fitness Equipment,Income,319.83,Fitness Equipment,Home Gym
8904,2023-10-10 23:50:24.814303,Investment Advisor Fee,Expense,339.95,Investment Advisor Fee,Investments
8905,2023-10-11 04:24:13.832214,Tree Trimming,Expense,260.53,Tree Trimming,Yard Maintenance
8906,2023-10-11 05:11:45.911259,Moving Service,Expense,447.04,Moving Service,Moving
8907,2023-10-11 08:10:07.747738,Computer Purchase,Expense,96.09,Computer Purchase,Electronics
8908,2023-10-11 08:53:22.459070,Cell Phone Purchase,Expense,246.58,Cell Phone Purchase,Electronics
8909,2023-10-11 09:48:42.146523,Hair Salon,Expense,124.21,,
8910,2023-10-11 11:28:51.426378,Golf Club Membership,Expense,371.95,Golf Club Membership,Sport and Fitness
8911,2023-10-11 12:53:06.601676,Grocery Delivery,Income,89.02,Grocery Delivery,Food and Drinks
8912,2023-10-11 14:25:39.926750,Home Renovation,Income,362.4,Home Renovation,Home Maintenance
8913,2023-10-11 18:07:18.289635,Vehicle Insurance,Expense,307.99,Vehicle Insurance,Transportation
8914,2023-10-11 20:49:57.234815,Personal Trainer,Income,122.15,Personal Trainer,Fitness
8915,2023-10-11 20:54:18.195999,Donation to Charity,Income,24.3,,
8916,2023-10-11 23:03:11.466624,Cabin Rental,Expense,444.39,Cabin Rental,Vacation
8917,2023-10-12 01:01:37.721707,Golf Course,Expense,227.33,Golf Course,Sport and Fitness
8918,2023-10-12 01:07:06.454309,Legal Fees,Income,175.44,Legal Fees,Services
8919,2023-10-12 02:52:14.010207,Yacht Charter,Expense,227.28,Yacht Charter,Travel
8920,2023-10-12 02:58:26.229263,Monthly Rent,Income,200.56,Monthly Rent,Rent
8921,2023-10-12 05:10:08.682343,Restaurant Dining,Expense,389.52,,
8922,2023-10-12 05:11:10.181985,Golf Club Membership,Expense,460.87,Golf Club Membership,Sport and Fitness
8923,2023-10-12 06:42:54.133717,Property Tax,Expense,127.41,,
8924,2023-10-12 09:23:45.816082,Pest Control,Expense,430.46,Pest Control,Maintenance
8925,2023-10-12 11:58:03.139036,Hair Salon,Expense,13.82,,
8926,2023-10-12 17:45:46.986156,Background Check,Income,47.13,Background Check,Personal Documents
8927,2023-10-12 18:07:58.775373,Hotel Stay,Expense,482.38,Hotel Stay,Accommodation
8928,2023-10-12 19:19:28.777425,Private Jet Rental,Expense,250.91,Private Jet Rental,Travel
8929,2023-10-12 20:35:28.553799,Weekend Getaway,Expense,493.79,Weekend Getaway,Travel
8930,2023-10-12 23:12:00.289456,Consulting Income,Expense,394.22,Consulting Income,Side Gig
8931,2023-10-13 02:08:03.096797,Home Renovation,Expense,140.67,Home Renovation,Home Maintenance
8932,2023-10-13 02:51:43.077538,Bowling Alley,Income,262.89,Bowling Alley,Leisure
8933,2023-10-13 03:04:45.681542,Personal Loan Payment,Expense,82.76,Personal Loan Payment,Debt Repayment
8934,2023-10-13 08:03:03.748011,Health Insurance,Expense,223.15,,
8935,2023-10-13 08:16:20.317299,Credit Report Fee,Income,298.46,Credit Report Fee,Finance
8936,2023-10-13 09:48:55.722277,Used Car Purchase,Expense,452.35,Used Car Purchase,Transportation
8937,2023-10-13 10:23:06.649867,Dental Care,Income,228.62,Dental Care,Health and Wellness
8938,2023-10-13 10:41:07.296443,Overdraft Fee,Income,97.06,Overdraft Fee,Banking Fees
8939,2023-10-13 11:11:59.347512,Streaming Rental,Expense,89.57,,
8940,2023-10-13 13:15:37.958352,Online Marketplace,Income,336.77,Online Marketplace,E-commerce
8941,2023-10-13 13:54:49.767244,Garden Center,Income,401.86,Garden Center,Gardening
8942,2023-10-13 15:04:24.306811,Property Tax,Income,46.13,,
8943,2023-10-13 16:26:35.124886,Luxury Car Lease,Income,297.5,Luxury Car Lease,Travel
8944,2023-10-13 18:27:50.757291,Personal Trainer,Income,131.19,Personal Trainer,Fitness
8945,2023-10-13 18:58:15.596572,Parking Fee,Expense,190.82,Parking Fee,Transportation
8946,2023-10-13 23:33:05.128877,Home Improvement,Income,180.73,Home Improvement,Renovation
8947,2023-10-14 00:07:14.967412,Travel Insurance,Expense,160.76,,
8948,2023-10-14 00:30:59.669790,Grocery Store,Income,418.29,Grocery Store,Food and Drinks
8949,2023-10-14 01:12:43.273947,Natural Gas Bill,Expense,317.23,Natural Gas Bill,Utilities
8950,2023-10-14 01:59:04.883679,Vacation Package,Income,106.75,Vacation Package,Travel
8951,2023-10-14 03:08:20.880344,Birthday Gift,Expense,239.89,Birthday Gift,Personal
8952,2023-10-14 04:11:20.027155,Art Gallery Purchase,Income,489.25,Art Gallery Purchase,Collectibles
8953,2023-10-14 04:39:32.703041,Sporting Event,Expense,473.54,Sporting Event,Sport and Fitness
8954,2023-10-14 06:21:09.168931,Restaurant Dining,Income,40.33,,
8955,2023-10-14 07:14:19.827479,Etsy Purchase,Income,104.42,Etsy Purchase,Hobbies
8956,2023-10-14 10:07:07.968418,Medical Expense,Expense,63.55,Medical Expense,Health and Wellness
8957,2023-10-14 13:33:44.829394,Doctor Visit,Income,234.58,Doctor Visit,Health and Wellness
8958,2023-10-14 15:04:46.416389,Private Jet Rental,Expense,495.89,Private Jet Rental,Travel
8959,2023-10-14 16:50:45.617255,Coffee Shop,Income,230.61,Coffee Shop,Food and Drinks
8960,2023-10-14 17:10:40.478944,Car Repair,Expense,59.86,,
8961,2023-10-14 23:09:46.826220,Lottery Ticket,Income,160.09,Lottery Ticket,Entertainment
8962,2023-10-15 06:37:38.295621,Weekend Getaway,Income,266.5,Weekend Getaway,Travel
8963,2023-10-15 08:54:05.042674,Etsy Purchase,Income,485.62,Etsy Purchase,Hobbies
8964,2023-10-15 10:09:37.669907,Sporting Event,Income,236.54,Sporting Event,Sport and Fitness
8965,2023-10-15 11:50:08.741293,Donation to Charity,Expense,105.9,,
8966,2023-10-15 11:56:34.188534,Income Tax Payment,Expense,341.84,,
8967,2023-10-15 12:46:43.212906,Streaming Rental,Expense,222.51,,
8968,2023-10-15 13:16:45.263966,New Car Purchase,Income,38.8,,
8969,2023-10-15 13:59:08.213367,Fishing License,Income,166.94,,
8970,2023-10-15 19:16:00.822603,Consulting Income,Income,147.49,Consulting Income,Side Gig
8971,2023-10-15 23:08:57.568641,Car Loan Payment,Income,277.78,Car Loan Payment,Finance
8972,2023-10-15 23:10:56.190902,Car Wash,Expense,55.93,Car Wash,Vehicle Maintenance
8973,2023-10-16 00:49:39.708615,Office Supplies,Expense,292.25,Office Supplies,Office Expenses
8974,2023-10-16 01:15:06.232656,Firewood,Income,141.21,Firewood,Home Maintenance
8975,2023-10-16 01:38:42.627398,Snow Removal,Income,123.96,Snow Removal,Maintenance
8976,2023-10-16 03:10:00.518679,Vehicle Insurance,Expense,352.36,Vehicle Insurance,Transportation
8977,2023-10-16 04:01:17.561728,Etsy Purchase,Expense,274.21,Etsy Purchase,Hobbies
8978,2023-10-16 09:58:28.073965,Golf Course,Expense,160.75,Golf Course,Sport and Fitness
8979,2023-10-16 11:33:52.011944,Car Fuel,Income,152.26,Car Fuel,Transportation
8980,2023-10-16 13:11:00.466523,Golf Course,Expense,319.58,Golf Course,Sport and Fitness
8981,2023-10-16 13:15:35.288333,Restaurant Takeout,Expense,406.64,Restaurant Takeout,Food and Drinks
8982,2023-10-16 13:21:34.595551,Hiking Gear,Income,234.9,Hiking Gear,Outdoor Activities
8983,2023-10-16 13:34:50.889943,Natural Gas Bill,Expense,142.77,Natural Gas Bill,Utilities
8984,2023-10-16 13:40:13.350952,Natural Gas Bill,Income,321.58,Natural Gas Bill,Utilities
8985,2023-10-16 15:13:11.666765,Medical Expense,Expense,221.77,Medical Expense,Health and Wellness
8986,2023-10-16 17:56:40.847876,Boat Rental,Income,381.07,Boat Rental,Leisure Activity
8987,2023-10-16 18:44:04.864104,Charity Event,Expense,396.97,Charity Event,Charity
8988,2023-10-16 22:41:12.405722,Storage Unit Rental,Income,418.96,Storage Unit Rental,Storage
8989,2023-10-17 01:43:39.534529,Bail Bond Payment,Income,279.54,,
8990,2023-10-17 03:42:23.747161,Pharmacy,Expense,316.86,Pharmacy,Health and Wellness
8991,2023-10-17 04:46:27.768075,Phone Accessory,Expense,293.41,Phone Accessory,Electronics
8992,2023-10-17 07:10:51.474182,Pharmacy,Income,372.89,Pharmacy,Health and Wellness
8993,2023-10-17 09:06:45.037020,Holiday Shopping,Income,332.12,Holiday Shopping,Shopping
8994,2023-10-17 09:58:29.684951,Subscription Box,Income,49.46,Subscription Box,Subscriptions
8995,2023-10-17 10:34:20.265238,ATM Fee,Income,444.89,,
8996,2023-10-17 10:47:50.375260,Electrician Service,Expense,261.39,Electrician Service,Maintenance
8997,2023-10-17 13:33:55.015736,Personal Trainer,Income,498.0,Personal Trainer,Fitness
8998,2023-10-17 14:09:01.905005,Weekend Getaway,Income,307.89,Weekend Getaway,Travel
8999,2023-10-17 14:14:11.163349,Wire Transfer Fee,Income,103.44,Wire Transfer Fee,Banking
9000,2023-10-17 16:32:59.083434,Property Tax,Income,244.19,,
9001,2023-10-17 17:31:42.679464,Tutoring Services,Income,495.76,Tutoring Services,Education
9002,2023-10-17 17:45:51.250458,Notary Service,Income,398.85,Notary Service,Services
9003,2023-10-17 17:55:00.921211,Camera Equipment,Income,186.75,Camera Equipment,Photography
9004,2023-10-17 19:22:22.441786,Software Subscription,Income,288.48,Software Subscription,Software/Purchases
9005,2023-10-17 19:48:48.216098,Phone Bill,Income,438.41,Phone Bill,Utilities
9006,2023-10-17 20:20:25.880307,Weekend Getaway,Income,302.25,Weekend Getaway,Travel
9007,2023-10-17 21:16:56.808982,Business Supplies,Income,269.19,Business Supplies,Office Expenses
9008,2023-10-17 21:55:47.115814,Dog Walker,Income,485.81,Dog Walker,Pet Care
9009,2023-10-18 00:19:48.813221,Home Improvement,Expense,164.24,Home Improvement,Renovation
9010,2023-10-18 00:32:08.381597,Massage Therapy,Expense,192.86,Massage Therapy,Health and Wellness
9011,2023-10-18 00:53:21.541703,Grocery Delivery,Expense,17.65,Grocery Delivery,Food and Drinks
9012,2023-10-18 01:25:19.995508,Grocery Store,Income,428.4,Grocery Store,Food and Drinks
9013,2023-10-18 01:29:55.901780,Art Gallery Purchase,Expense,47.4,Art Gallery Purchase,Collectibles
9014,2023-10-18 02:35:59.698848,Funeral Expenses,Expense,175.96,Funeral Expenses,Bereavement
9015,2023-10-18 02:39:39.231311,Home Cleaning,Expense,265.42,Home Cleaning,Maintenance
9016,2023-10-18 09:19:32.151334,Roof Repair,Income,470.8,Roof Repair,Maintenance
9017,2023-10-18 16:47:53.400131,Clothing Store,Expense,180.16,Clothing Store,Shopping
9018,2023-10-18 17:40:41.893506,Business Supplies,Expense,45.38,Business Supplies,Office Expenses
9019,2023-10-18 18:12:51.105704,Consulting Income,Expense,487.8,Consulting Income,Side Gig
9020,2023-10-18 18:30:32.977353,Sales Tax,Income,19.42,Sales Tax,Taxes
9021,2023-10-18 20:33:53.236558,Side Gig Income,Expense,165.36,Side Gig Income,Side Hustle
9022,2023-10-18 22:07:36.254669,Etsy Purchase,Expense,188.13,Etsy Purchase,Hobbies
9023,2023-10-18 22:14:17.899886,Grocery Delivery,Income,55.94,Grocery Delivery,Food and Drinks
9024,2023-10-19 00:52:03.324232,Software Subscription,Expense,425.99,Software Subscription,Software/Purchases
9025,2023-10-19 02:28:12.458372,Childcare Services,Income,340.36,Childcare Services,Family Care
9026,2023-10-19 06:02:53.873294,Amazon Purchase,Income,338.51,Amazon Purchase,Shopping
9027,2023-10-19 06:40:34.798779,Career Counseling,Expense,344.29,Career Counseling,Career Development
9028,2023-10-19 08:00:39.418107,Landscaping,Income,376.42,Landscaping,Yard Maintenance
9029,2023-10-19 09:55:57.627959,Septic Tank Service,Expense,210.92,Septic Tank Service,Maintenance
9030,2023-10-19 10:25:44.506622,Car Wash,Expense,328.91,Car Wash,Vehicle Maintenance
9031,2023-10-19 20:19:00.940320,Storage Unit Rental,Expense,180.97,Storage Unit Rental,Storage
9032,2023-10-19 21:13:13.299668,Student Loan Payment,Expense,425.14,Student Loan Payment,Loans
9033,2023-10-20 00:42:20.178329,Debt Collection,Expense,499.2,Debt Collection,Financial Obligations
9034,2023-10-20 04:13:17.132832,Babysitting Service,Income,244.36,Babysitting Service,Childcare
9035,2023-10-20 04:59:13.689407,Debt Collection,Expense,330.92,Debt Collection,Financial Obligations
9036,2023-10-20 05:44:34.824298,Art Gallery Purchase,Expense,96.97,Art Gallery Purchase,Collectibles
9037,2023-10-20 06:32:14.598496,Investment Advisor Fee,Expense,56.95,Investment Advisor Fee,Investments
9038,2023-10-20 06:38:59.820064,Bail Bond Payment,Income,482.0,,
9039,2023-10-20 10:35:32.167966,Fishing License,Expense,13.77,,
9040,2023-10-20 10:52:09.459008,Office Supplies,Income,271.09,Office Supplies,Office Expenses
9041,2023-10-20 13:07:31.029925,Childcare Services,Expense,140.32,Childcare Services,Family Care
9042,2023-10-20 14:55:42.111714,Income Tax Payment,Expense,361.6,,
9043,2023-10-20 17:29:55.168834,Overdraft Fee,Expense,110.84,Overdraft Fee,Banking Fees
9044,2023-10-20 19:23:15.852548,Event Registration,Expense,22.03,,
9045,2023-10-20 20:39:31.406940,Funeral Expenses,Income,17.06,Funeral Expenses,Bereavement
9046,2023-10-20 21:52:37.367544,Massage Therapy,Expense,367.99,Massage Therapy,Health and Wellness
9047,2023-10-20 23:01:26.270252,Business Expense,Income,488.18,Business Expense,Business
9048,2023-10-20 23:05:09.931723,Meal Delivery,Income,361.74,Meal Delivery,Food and Drinks
9049,2023-10-21 01:10:04.548447,Medical Expense,Income,303.29,Medical Expense,Health and Wellness
9050,2023-10-21 01:31:29.405941,Home Insurance,Income,120.82,Home Insurance,Insurance
9051,2023-10-21 03:15:38.396543,Personal Loan Payment,Expense,267.16,Personal Loan Payment,Debt Repayment
9052,2023-10-21 06:32:09.143462,Fitness Equipment,Income,390.37,Fitness Equipment,Home Gym
9053,2023-10-21 09:38:11.754783,Sporting Goods,Expense,427.8,Sporting Goods,Sport and Fitness
9054,2023-10-21 12:00:14.271779,Gas Station,Expense,213.84,Gas Station,Fuel
9055,2023-10-21 16:32:00.174804,Overdraft Fee,Income,352.41,Overdraft Fee,Banking Fees
9056,2023-10-21 17:02:38.561032,Tattoo Parlor,Expense,61.46,Tattoo Parlor,Entertainment
9057,2023-10-21 17:07:40.546303,Fitness Equipment,Expense,303.64,Fitness Equipment,Home Gym
9058,2023-10-21 17:10:01.105846,Luxury Car Lease,Expense,311.99,Luxury Car Lease,Travel
9059,2023-10-21 18:03:12.351887,Car Registration,Income,446.19,Car Registration,Vehicle Management
9060,2023-10-21 18:42:32.809613,Uber Ride,Expense,332.94,Uber Ride,Transportation
9061,2023-10-21 19:44:05.353749,Cell Phone Purchase,Income,229.19,Cell Phone Purchase,Electronics
9062,2023-10-21 20:51:38.303152,Video Game,Income,415.1,Video Game,Entertainment
9063,2023-10-21 22:08:44.031523,Septic Tank Service,Expense,37.09,Septic Tank Service,Maintenance
9064,2023-10-22 03:13:58.023082,Tattoo Parlor,Expense,54.27,Tattoo Parlor,Entertainment
9065,2023-10-22 05:16:50.315207,Business Expense,Income,194.79,Business Expense,Business
9066,2023-10-22 06:51:26.556662,ATM Fee,Expense,336.57,,
9067,2023-10-22 07:18:31.983932,Career Counseling,Income,345.62,Career Counseling,Career Development
9068,2023-10-22 09:23:49.175461,Hair Salon,Income,381.09,,
9069,2023-10-22 11:13:22.818415,Yacht Charter,Income,443.26,Yacht Charter,Travel
9070,2023-10-22 11:58:20.951202,Moving Service,Income,218.86,Moving Service,Moving
9071,2023-10-22 12:12:44.671725,Meal Delivery,Income,50.21,Meal Delivery,Food and Drinks
9072,2023-10-22 12:49:34.429748,Private Jet Rental,Expense,274.07,Private Jet Rental,Travel
9073,2023-10-22 13:10:47.389856,Home Insurance,Income,20.45,Home Insurance,Insurance
9074,2023-10-22 17:06:24.075727,Day Spa,Expense,413.51,Day Spa,Health and Wellness
9075,2023-10-22 17:41:05.147045,Massage Therapy,Income,96.12,Massage Therapy,Health and Wellness
9076,2023-10-22 19:09:34.903843,Firewood,Income,166.68,Firewood,Home Maintenance
9077,2023-10-22 21:53:38.876535,Job Training Fee,Expense,168.58,Job Training Fee,Education
9078,2023-10-23 00:13:08.269444,Freight Shipping,Income,445.38,,
9079,2023-10-23 03:59:40.004164,Streaming Service,Income,20.79,,
9080,2023-10-23 04:52:04.868056,Student Loan Payment,Income,308.36,Student Loan Payment,Loans
9081,2023-10-23 05:21:02.792786,Airport Parking,Expense,168.52,Airport Parking,Travel
9082,2023-10-23 09:19:29.626004,Snowmobile Rental,Income,227.73,Snowmobile Rental,Sport and Fitness
9083,2023-10-23 12:04:51.037946,Donation to Charity,Income,44.81,,
9084,2023-10-23 12:20:22.935436,Streaming Rental,Expense,453.51,,
9085,2023-10-23 13:50:32.521424,Course Fees,Income,450.37,Course Fees,Education
9086,2023-10-23 19:22:20.296066,Software Subscription,Expense,9.9,Software Subscription,Software/Purchases
9087,2023-10-24 01:15:13.598652,Car Fuel,Income,331.84,Car Fuel,Transportation
9088,2023-10-24 01:59:58.695493,Bicycle Repair,Expense,178.92,Bicycle Repair,Maintenance
9089,2023-10-24 02:13:34.710544,Computer Purchase,Income,167.16,Computer Purchase,Electronics
9090,2023-10-24 02:44:38.056706,Credit Report Fee,Expense,331.9,Credit Report Fee,Finance
9091,2023-10-24 04:36:12.679559,Trust Fund Contribution,Income,12.03,Trust Fund Contribution,Investment
9092,2023-10-24 06:09:00.378005,Vet Bill,Expense,443.7,Vet Bill,Pet Care
9093,2023-10-24 08:00:05.949077,Bicycle Repair,Income,376.07,Bicycle Repair,Maintenance
9094,2023-10-24 13:45:29.420713,Natural Gas Bill,Expense,228.3,Natural Gas Bill,Utilities
9095,2023-10-24 17:20:22.347280,Internet Bill,Expense,266.85,Internet Bill,Utilities
9096,2023-10-24 18:33:41.692929,Toll Road Fee,Income,10.85,Toll Road Fee,Transportation
9097,2023-10-24 19:53:56.057815,Medical Checkup,Income,497.72,Medical Checkup,Health and Wellness
9098,2023-10-24 22:15:19.716437,Luxury Car Lease,Expense,327.97,Luxury Car Lease,Travel
9099,2023-10-24 23:47:26.045653,Hair Salon,Income,465.55,,
9100,2023-10-25 00:15:48.535267,Course Fees,Income,296.75,Course Fees,Education
9101,2023-10-25 02:03:26.542484,Day Spa,Expense,384.14,Day Spa,Health and Wellness
9102,2023-10-25 06:44:20.266790,Flight Ticket,Income,76.54,,
9103,2023-10-25 07:37:42.977458,Pet Grooming,Income,69.88,Pet Grooming,Pet Care
9104,2023-10-25 11:15:11.870225,Spa Package,Expense,176.35,Spa Package,Relaxation/Leisure
9105,2023-10-25 11:36:06.134124,Overdraft Fee,Income,136.07,Overdraft Fee,Banking Fees
9106,2023-10-25 13:44:25.562221,Personal Loan Payment,Expense,402.34,Personal Loan Payment,Debt Repayment
9107,2023-10-25 14:18:51.544673,Monthly Rent,Income,324.9,Monthly Rent,Rent
9108,2023-10-25 14:31:10.063432,Spa Package,Expense,132.55,Spa Package,Relaxation/Leisure
9109,2023-10-25 15:54:02.372494,Accountant Fees,Expense,89.71,Accountant Fees,Services
9110,2023-10-25 16:53:49.749291,Investment Account,Income,388.06,Investment Account,Investments
9111,2023-10-25 19:05:51.667214,Therapist Session,Income,91.19,Therapist Session,Health and Wellness
9112,2023-10-25 19:53:00.965425,Toll Road Fee,Income,392.55,Toll Road Fee,Transportation
9113,2023-10-25 20:09:26.386285,Holiday Shopping,Expense,461.71,Holiday Shopping,Shopping
9114,2023-10-25 20:30:48.022798,ATM Fee,Expense,340.18,,
9115,2023-10-25 21:46:21.264063,Used Car Purchase,Income,103.56,Used Car Purchase,Transportation
9116,2023-10-25 21:47:56.569827,Wine Subscription,Income,8.6,Wine Subscription,Entertainment Subs
9117,2023-10-26 01:42:33.367452,Etsy Purchase,Expense,168.87,Etsy Purchase,Hobbies
9118,2023-10-26 03:53:02.435427,Storage Unit Rental,Expense,330.51,Storage Unit Rental,Storage
9119,2023-10-26 06:04:42.800006,Yoga Class,Income,457.07,Yoga Class,Fitness
9120,2023-10-26 08:28:13.032208,Toll Road Fee,Expense,126.84,Toll Road Fee,Transportation
9121,2023-10-26 09:25:55.133514,Laundry Service,Income,13.21,Laundry Service,Household
9122,2023-10-26 10:18:17.396703,Home Renovation,Income,202.95,Home Renovation,Home Maintenance
9123,2023-10-26 10:51:12.241419,Personal Loan Payment,Income,41.14,Personal Loan Payment,Debt Repayment
9124,2023-10-26 11:39:37.893348,Car Fuel,Income,71.87,Car Fuel,Transportation
9125,2023-10-26 11:54:59.689319,Restaurant Takeout,Income,491.07,Restaurant Takeout,Food and Drinks
9126,2023-10-26 12:17:02.515164,Car Registration,Expense,447.38,Car Registration,Vehicle Management
9127,2023-10-26 12:32:07.032110,Dental Care,Income,368.33,Dental Care,Health and Wellness
9128,2023-10-26 13:24:36.572413,Loan Repayment,Expense,12.26,Loan Repayment,Finance
9129,2023-10-26 13:34:40.595762,Side Gig Income,Income,131.35,Side Gig Income,Side Hustle
9130,2023-10-26 15:05:13.409711,Overdraft Fee,Income,326.44,Overdraft Fee,Banking Fees
9131,2023-10-26 17:36:53.881273,Spotify Ab By Adyen,Expense,350.6,,
9132,2023-10-26 18:51:38.746263,Fitness Equipment,Income,474.17,Fitness Equipment,Home Gym
9133,2023-10-26 21:09:22.457344,Private Jet Rental,Expense,135.5,Private Jet Rental,Travel
9134,2023-10-26 23:03:43.591395,Legal Fees,Income,250.77,Legal Fees,Services
9135,2023-10-27 02:37:15.982489,Tree Trimming,Income,328.96,Tree Trimming,Yard Maintenance
9136,2023-10-27 03:34:08.633204,Tutoring Services,Income,118.83,Tutoring Services,Education
9137,2023-10-27 04:04:20.461956,Fitness Equipment,Expense,304.52,Fitness Equipment,Home Gym
9138,2023-10-27 05:16:00.853079,Streaming Service,Income,361.88,,
9139,2023-10-27 08:53:51.172243,Resume Service,Income,55.45,Resume Service,Career Development
9140,2023-10-27 09:11:17.846365,Property Tax,Expense,420.15,,
9141,2023-10-27 09:31:10.228528,Freight Shipping,Income,420.67,,
9142,2023-10-27 11:19:50.040895,School Supplies,Expense,225.22,School Supplies,Education
9143,2023-10-27 11:47:29.597208,Freight Shipping,Income,321.9,,
9144,2023-10-27 18:01:31.780748,Notary Service,Expense,280.36,Notary Service,Services
9145,2023-10-27 21:12:46.884092,Subscription Box,Expense,404.57,Subscription Box,Subscriptions
9146,2023-10-27 22:09:30.776970,Online Course,Income,418.72,Online Course,Education
