Date,Name / Description,Expense/Income,Amount (EUR)
2023-08-16 18:33:57.106626,Client Meeting Expense,Expense,38.86
2023-08-16 21:52:47.521603,Car Loan Payment,Expense,232.95
2023-08-16 23:08:59.006017,Funeral Expenses,Expense,366.24
2023-08-16 23:27:49.716633,Online Shopping,Expense,479.3
2023-08-16 23:40:51.336408,Resume Service,Income,154.44
2023-08-17 00:53:02.816100,Luxury Purchase,Expense,364.85
2023-08-17 09:39:49.792544,Career Counseling,Income,461.89
2023-08-17 12:39:33.278471,Firewood,Expense,231.88
2023-08-17 13:04:47.495345,Septic Tank Service,Expense,38.33
2023-08-17 13:43:26.473110,Tattoo Parlor,Income,480.93
2023-08-17 13:44:00.481807,Childcare Services,Expense,46.22
2023-08-17 16:04:06.060521,Software License,Income,390.99
2023-08-17 16:42:08.467173,Golf Course,Expense,150.8
2023-08-17 19:04:41.521508,Toll Road Fee,Income,473.95
2023-08-17 21:06:44.000591,Personal Trainer,Expense,323.6
2023-08-17 21:09:47.143498,Fitness Equipment,Expense,158.17
2023-08-18 03:27:10.023003,Parking Fee,Expense,319.06
2023-08-18 04:37:34.501259,Netflix Subscription,Expense,184.88
2023-08-18 07:30:42.192386,Monthly Rent,Income,100.24
2023-08-18 08:12:02.927238,Luxury Hotel Stay,Income,498.96
2023-08-18 11:22:27.423319,Laundry Service,Income,132.55
2023-08-18 12:14:53.994153,Vacation Home Rental,Expense,428.18
2023-08-18 13:42:08.610270,HVAC Maintenance,Income,345.26
2023-08-18 14:09:48.199952,Used Car Purchase,Income,322.62
2023-08-18 20:10:48.108761,Roof Repair,Expense,457.19
2023-08-18 21:43:34.538130,Career Counseling,Income,273.14
2023-08-18 23:19:07.362456,Cell Phone Purchase,Income,377.24
2023-08-18 23:19:28.968079,Savings Deposit,Expense,41.67
2023-08-19 01:15:13.761601,Bicycle Repair,Income,415.06
2023-08-19 01:38:57.471041,Online Shopping,Income,79.81
2023-08-19 09:56:02.669399,Hunting License,Expense,419.8
2023-08-19 10:04:28.455859,Garden Center,Expense,265.7
2023-08-19 13:26:45.606534,Weekend Getaway,Expense,351.35
2023-08-19 18:22:28.000296,Retirement Contribution,Expense,402.4
2023-08-19 19:39:20.275984,Phone Bill,Income,404.95
2023-08-19 21:18:51.559459,New Car Purchase,Income,154.35
2023-08-19 21:23:25.866654,Streaming Rental,Income,293.69
2023-08-19 22:19:47.655575,Health Insurance,Expense,457.72
2023-08-19 22:27:43.302944,Flight Ticket,Income,199.62
2023-08-19 22:57:57.671766,Firewood,Income,58.67
2023-08-19 23:52:15.785471,Spa Package,Income,494.72
2023-08-20 03:27:17.718309,Accountant Fees,Expense,462.55
2023-08-20 05:54:36.796829,Video Game,Income,68.32
2023-08-20 11:08:32.701084,Concert Tickets,Expense,35.64
2023-08-20 12:11:44.800642,Medical Expense,Income,470.27
2023-08-20 12:38:26.817455,ATM Fee,Expense,258.69
2023-08-20 12:47:50.583909,Snow Removal,Expense,438.97
2023-08-20 12:54:17.399410,Netflix Subscription,Income,40.04
2023-08-20 17:03:16.419322,Car Repair,Income,439.27
2023-08-20 22:12:28.008416,Airport Parking,Income,149.1
2023-08-20 23:24:46.492169,Natural Gas Bill,Expense,373.18
2023-08-21 02:05:38.912224,Investment Account,Income,460.69
2023-08-21 02:07:31.295354,Job Training Fee,Expense,322.2
2023-08-21 04:02:13.402843,Parking Fee,Expense,215.29
2023-08-21 04:26:22.395285,HVAC Maintenance,Expense,21.49
2023-08-21 07:12:07.938770,Funeral Expenses,Income,439.62
2023-08-21 08:32:49.117343,Grocery Store,Income,171.58
2023-08-21 10:14:20.664878,Trust Fund Contribution,Income,383.47
2023-08-21 10:30:52.349785,Firewood,Income,373.26
2023-08-21 11:29:07.758803,Personal Loan Payment,Income,358.41
2023-08-21 16:22:14.845236,Airport Parking,Income,478.33
2023-08-21 19:11:08.726101,Online Shopping,Expense,176.79
2023-08-21 19:58:10.741235,Personal Loan Payment,Expense,362.97
2023-08-21 20:34:32.648991,Phone Bill,Expense,71.48
2023-08-21 20:50:37.904225,Home Cleaning,Expense,439.04
2023-08-21 23:21:06.951510,Restaurant Takeout,Expense,496.48
2023-08-22 03:13:00.357819,Charity Event,Expense,391.81
2023-08-22 03:55:57.014874,Yoga Class,Income,74.36
2023-08-22 07:39:12.405199,Birthday Gift,Income,134.48
2023-08-22 13:34:21.059696,Freelance Work,Income,84.13
2023-08-22 14:59:04.429994,Medical Checkup,Income,269.98
2023-08-22 17:31:21.770020,Cabin Rental,Income,274.41
2023-08-22 17:57:04.599437,Art Gallery Purchase,Expense,59.52
2023-08-22 21:23:49.356329,Medical Expense,Income,214.25
2023-08-22 22:09:01.123800,Childcare Services,Income,459.83
2023-08-22 22:26:04.545281,Trust Fund Contribution,Expense,404.73
2023-08-22 23:03:05.755605,Vacation Home Rental,Expense,145.44
2023-08-22 23:18:17.614980,Luxury Hotel Stay,Expense,436.82
2023-08-23 00:26:14.037937,Anniversary Gift,Expense,240.47
2023-08-23 00:52:44.547471,Tattoo Parlor,Expense,337.01
2023-08-23 03:17:08.112250,Membership Fee,Income,264.77
2023-08-23 04:39:52.482053,Flight Ticket,Expense,126.96
2023-08-23 06:10:33.342967,Online Shopping,Expense,81.68
2023-08-23 07:51:10.757890,Loan Repayment,Income,399.17
2023-08-23 09:55:02.951806,Online Marketplace,Income,164.21
2023-08-23 11:36:58.201128,Concert Tickets,Expense,153.53
2023-08-23 12:40:44.587049,Savings Deposit,Expense,277.97
2023-08-23 14:32:48.758689,Restaurant Dining,Income,312.81
2023-08-23 15:28:09.114576,Therapist Session,Expense,377.84
2023-08-23 15:42:55.625452,Investment Advisor Fee,Income,487.36
2023-08-23 16:42:42.407584,Garden Center,Income,107.03
2023-08-23 19:41:42.512599,Internet Bill,Income,252.14
2023-08-23 23:28:57.508547,Tree Trimming,Income,292.6
2023-08-24 03:35:39.585131,Phone Accessory,Expense,387.09
2023-08-24 03:40:39.448893,Course Fees,Expense,115.68
2023-08-24 06:43:27.756351,Birthday Gift,Income,186.73
2023-08-24 08:01:22.307881,Gifts & Cards,Income,278.26
2023-08-24 08:55:00.847999,Car Loan Payment,Expense,390.78
2023-08-24 12:08:11.993982,Phone Accessory,Expense,107.55
2023-08-24 12:15:44.155627,Tattoo Parlor,Expense,268.9
2023-08-24 15:05:39.678428,Phone Bill,Income,253.55
2023-08-24 16:40:33.992445,Boat Rental,Income,60.33
2023-08-24 17:54:18.812183,Subscription Renewal,Expense,297.57
2023-08-24 18:15:33.094779,Bail Bond Payment,Expense,194.7
2023-08-24 22:08:23.946932,Wire Transfer Fee,Expense,222.37
2023-08-24 22:27:06.100991,Holiday Shopping,Expense,175.54
2023-08-25 02:23:57.473910,Bail Bond Payment,Income,283.14
2023-08-25 02:53:51.349282,Personal Trainer,Income,391.23
2023-08-25 05:13:25.872424,Credit Report Fee,Income,335.6
2023-08-25 14:18:37.378708,Parking Fee,Expense,72.31
2023-08-25 16:49:52.675214,Credit Card Payment,Income,303.9
2023-08-25 18:11:14.811759,Snowmobile Rental,Income,409.41
2023-08-25 18:26:01.084495,Car Wash,Expense,158.42
2023-08-25 21:23:07.818162,Investment Brokerage Fee,Expense,400.36
2023-08-26 05:10:16.744322,Hotel Stay,Income,206.23
2023-08-26 06:02:27.799624,Roof Repair,Income,20.86
2023-08-26 06:24:26.795927,Toll Road Fee,Income,72.43
2023-08-26 08:15:33.838653,Sporting Event,Expense,237.07
2023-08-26 08:50:08.004101,Natural Gas Bill,Expense,287.42
2023-08-26 11:27:30.624171,Car Loan Payment,Income,181.44
2023-08-26 12:00:12.938525,Gas Station,Income,318.07
2023-08-26 12:09:25.324153,Software Subscription,Expense,98.93
2023-08-26 12:41:31.887851,Book Purchase,Expense,165.25
2023-08-26 21:15:15.151237,Gym Membership,Expense,142.89
2023-08-27 01:41:46.966392,Dental Care,Expense,97.88
2023-08-27 05:01:41.891743,Credit Report Fee,Income,251.85
2023-08-27 07:15:54.483830,Electrician Service,Expense,214.02
2023-08-27 08:40:47.713836,Job Board Fee,Expense,79.83
2023-08-27 10:18:17.550744,Lottery Ticket,Expense,112.45
2023-08-27 10:20:11.750019,Event Registration,Expense,219.76
2023-08-27 10:22:51.785080,Freight Shipping,Expense,11.08
2023-08-27 11:33:28.955064,Insurance Payment,Expense,78.04
2023-08-27 14:15:42.481260,Amazon Purchase,Income,146.15
2023-08-27 17:17:10.224847,Home Renovation,Expense,355.14
2023-08-27 17:26:41.176341,Bank Service Charge,Income,141.43
2023-08-27 17:56:23.327803,Software License,Expense,136.95
2023-08-27 20:04:19.929744,Phone Bill,Income,315.65
2023-08-27 22:09:22.558680,Car Repair,Income,95.69
2023-08-28 03:47:12.291248,Tutoring Services,Expense,251.83
2023-08-28 08:49:32.498716,Personal Trainer,Income,159.12
2023-08-28 10:35:45.151211,Movie Theater,Expense,164.63
2023-08-28 12:13:50.346419,Used Car Purchase,Income,245.77
2023-08-28 16:04:13.948031,Snow Removal,Income,301.76
2023-08-28 16:11:16.354245,Sales Tax,Expense,294.21
2023-08-28 16:56:00.012471,Bank Service Charge,Expense,386.89
2023-08-28 17:58:43.393829,Home Insurance,Income,252.26
2023-08-28 18:27:27.083975,Computer Purchase,Income,38.33
2023-08-28 18:29:32.184750,Golf Club Membership,Income,314.05
2023-08-28 20:15:57.172505,Online Shopping,Expense,266.61
2023-08-28 21:47:55.544789,Moving Service,Income,430.28
2023-08-28 22:48:23.255280,Monthly Rent,Income,338.87
2023-08-28 23:03:33.873145,Video Game,Expense,360.2
2023-08-28 23:20:26.827292,Doctor Visit,Income,201.75
2023-08-28 23:41:24.528505,Amazon Purchase,Income,444.72
2023-08-29 03:02:38.008731,Anniversary Gift,Income,108.71
2023-08-29 07:08:49.023503,Golf Course,Expense,285.22
2023-08-29 09:34:28.128953,Accountant Fees,Income,431.46
2023-08-29 10:23:41.619791,Online Marketplace,Income,498.63
2023-08-29 10:43:39.926723,Flight Ticket,Income,491.45
2023-08-29 12:42:12.826288,Walmart Groceries,Income,159.39
2023-08-29 20:21:56.170389,Library Fee,Income,139.48
2023-08-29 20:44:21.612065,Spotify Subscription,Expense,61.08
2023-08-29 23:40:33.624898,Netflix Subscription,Income,476.85
2023-08-30 02:07:45.322349,Course Fees,Expense,371.37
2023-08-30 02:58:28.566411,Walmart Groceries,Expense,288.9
2023-08-30 03:25:44.909616,Mortgage Payment,Expense,231.91
2023-08-30 05:12:39.292403,Sporting Goods,Expense,330.86
2023-08-30 06:58:33.962804,Movie Theater,Expense,42.23
2023-08-30 07:53:06.721599,Luxury Hotel Stay,Expense,132.98
2023-08-30 08:39:00.381948,Coffee Shop,Income,316.51
2023-08-30 09:14:55.468083,Toll Road Fee,Expense,167.51
2023-08-30 12:54:03.746609,Foreign Transaction Fee,Expense,185.1
2023-08-30 13:25:13.088200,Home Insurance,Income,349.68
2023-08-30 14:01:53.024611,Hunting License,Income,199.35
2023-08-30 16:40:42.066354,Personal Trainer,Expense,135.39
2023-08-30 17:38:09.677152,Septic Tank Service,Expense,439.0
2023-08-30 18:31:06.792996,Flight Ticket,Expense,447.06
2023-08-30 18:52:03.095295,Bicycle Repair,Expense,229.89
2023-08-30 20:27:12.416146,Doctor Visit,Expense,409.83
2023-08-30 21:43:35.038357,Golf Club Membership,Income,46.69
2023-08-30 22:19:30.587852,Uber Ride,Income,256.59
2023-08-31 18:07:33.282313,Etsy Purchase,Expense,56.04
2023-08-31 20:36:26.826482,Concert Tickets,Income,448.72
2023-08-31 21:04:50.356740,Moving Service,Expense,459.82
2023-08-31 21:11:21.733099,Pharmacy,Income,129.76
2023-09-01 00:47:28.583601,Yacht Charter,Income,19.28
2023-09-01 01:35:22.053352,Video Game,Expense,425.53
2023-09-01 02:39:56.710234,Firewood,Income,127.27
2023-09-01 05:19:21.344016,Consulting Income,Expense,184.2
2023-09-01 07:20:43.222549,Membership Fee,Expense,489.86
2023-09-01 07:39:03.213338,Luxury Hotel Stay,Expense,114.41
2023-09-01 07:42:43.031326,Photography Service,Expense,91.28
2023-09-01 11:32:40.858094,Hotel Stay,Expense,497.1
2023-09-01 12:38:55.405182,Walmart Groceries,Expense,205.82
2023-09-01 13:53:40.989833,Computer Purchase,Income,351.53
2023-09-01 14:03:06.186262,Software License,Income,99.29
2023-09-01 16:07:07.101249,Online Coaching,Expense,330.37
2023-09-01 16:14:30.428339,Septic Tank Service,Income,166.16
2023-09-01 16:20:57.218112,Day Spa,Income,230.17
2023-09-01 17:13:13.691893,Court Fees,Expense,64.01
2023-09-01 21:34:29.538444,Car Repair,Expense,218.23
2023-09-01 21:58:33.667994,Flight Ticket,Expense,171.96
2023-09-01 23:19:16.819284,Hotel Stay,Expense,476.65
2023-09-01 23:47:33.359520,Client Meeting Expense,Income,340.99
2023-09-01 23:53:50.676812,Septic Tank Service,Expense,69.06
2023-09-02 00:01:36.683605,Trash Collection,Expense,220.58
2023-09-02 00:31:42.954123,Streaming Service,Expense,414.34
2023-09-02 02:06:35.170748,Streaming Service,Income,310.92
2023-09-02 02:38:40.288461,Clothing Store,Expense,237.0
2023-09-02 04:47:46.320839,Hardware Store,Income,406.54
2023-09-02 06:05:48.356588,Vehicle Insurance,Expense,288.5
2023-09-02 08:50:07.821047,Hunting License,Income,114.9
2023-09-02 10:39:08.768270,Mortgage Payment,Expense,355.71
2023-09-02 11:21:46.494222,Golf Club Membership,Expense,142.58
2023-09-02 12:30:14.613917,Mortgage Payment,Expense,323.1
2023-09-02 16:19:58.678926,Vacation Package,Income,87.22
2023-09-02 16:20:44.902215,Hotel Stay,Income,356.15
2023-09-02 16:30:43.507763,Cabin Rental,Income,298.84
2023-09-02 17:10:20.054624,Computer Purchase,Income,54.53
2023-09-02 21:23:17.572807,Festival Tickets,Income,401.56
2023-09-02 23:44:47.038549,Museum Tickets,Expense,180.35
2023-09-03 06:40:13.323309,Tattoo Parlor,Expense,394.09
2023-09-03 07:29:06.840699,Massage Therapy,Income,429.84
2023-09-03 08:15:18.125947,Textbooks,Expense,30.16
2023-09-03 10:03:48.648277,Snow Removal,Expense,355.28
2023-09-03 14:53:54.190387,Cell Phone Purchase,Income,210.92
2023-09-03 15:15:45.535810,Etsy Purchase,Income,491.33
2023-09-03 19:28:07.983541,Grocery Delivery,Expense,379.1
2023-09-03 21:15:12.210461,Investment Brokerage Fee,Expense,266.96
2023-09-03 22:52:46.742902,Laundry Service,Income,481.27
2023-09-04 00:15:20.953540,Parking Fee,Expense,402.3
2023-09-04 01:14:45.720049,Car Repair,Expense,7.24
2023-09-04 06:19:24.253702,Garden Center,Expense,74.56
2023-09-04 09:00:37.274891,Netflix Subscription,Income,283.5
2023-09-04 13:41:58.361085,Childcare Services,Expense,328.16
2023-09-04 14:38:56.470451,Yoga Class,Expense,17.32
2023-09-04 17:41:41.245853,Daycare Fees,Expense,175.93
2023-09-04 18:36:31.966622,Sewer Bill,Income,207.2
2023-09-04 20:50:19.735388,Home Renovation,Expense,126.91
2023-09-05 00:01:36.450014,Medical Checkup,Income,460.31
2023-09-05 00:17:08.997682,Meal Delivery,Income,429.26
2023-09-05 02:30:59.627275,Yoga Class,Income,28.72
2023-09-05 05:19:26.569283,Uber Ride,Expense,291.44
2023-09-05 10:45:14.435848,Grocery Store,Income,207.03
2023-09-05 16:37:55.384291,Investment Advisor Fee,Income,377.44
2023-09-05 17:31:14.463625,Job Training Fee,Expense,435.69
2023-09-05 20:36:38.381872,Wine Subscription,Income,224.43
2023-09-05 20:44:40.670318,Grocery Store,Expense,463.46
2023-09-05 21:34:20.030331,Spa Package,Expense,83.83
2023-09-05 22:06:19.281980,Software Subscription,Expense,397.57
2023-09-05 22:16:38.907516,Day Spa,Expense,277.11
2023-09-06 03:42:49.379196,Debt Collection,Income,463.17
2023-09-06 05:18:46.974155,Car Wash,Income,414.7
2023-09-06 09:34:17.768001,Yoga Class,Income,208.03
2023-09-06 09:34:40.626950,Gifts & Cards,Income,65.76
2023-09-06 12:20:37.981232,Window Cleaning,Expense,367.35
2023-09-06 16:42:38.824328,Anniversary Gift,Expense,205.94
2023-09-06 21:12:05.627702,Gas Station,Expense,275.29
2023-09-06 21:48:07.227502,Massage Therapy,Income,454.36
2023-09-07 01:19:05.513642,Wire Transfer Fee,Income,190.05
2023-09-07 03:10:59.797491,Subscription Renewal,Expense,497.4
2023-09-07 03:18:25.264657,Hotel Stay,Income,28.03
2023-09-07 06:43:43.502895,Tree Trimming,Expense,248.97
2023-09-07 06:49:12.848062,Massage Therapy,Expense,368.6
2023-09-07 08:45:31.232373,Amazon Purchase,Expense,271.8
2023-09-07 11:33:00.966796,Toll Road Fee,Expense,425.09
2023-09-07 14:25:48.898924,Office Supplies,Income,267.32
2023-09-07 14:27:05.237717,Car Wash,Expense,378.43
2023-09-07 15:34:37.599525,Daycare Fees,Income,41.35
2023-09-07 18:32:43.036654,Job Board Fee,Income,440.34
2023-09-07 18:51:39.337329,Sporting Goods,Income,442.87
2023-09-07 20:30:59.804359,Student Loan Payment,Expense,432.66
2023-09-07 22:57:47.710415,Personal Trainer,Income,80.1
2023-09-07 23:38:58.305068,Accountant Fees,Expense,10.22
2023-09-08 01:19:29.335175,Home Appliance,Expense,111.88
2023-09-08 02:48:16.299349,Vehicle Insurance,Expense,420.7
2023-09-08 07:08:24.538874,Hardware Store,Expense,50.37
2023-09-08 08:45:30.380672,Coffee Shop,Income,499.61
2023-09-08 09:34:13.568122,Personal Loan Payment,Expense,245.24
2023-09-08 10:48:37.773553,Software License,Income,60.99
2023-09-08 12:35:59.365432,Snow Removal,Expense,230.37
2023-09-08 15:17:52.789936,Subscription Box,Income,234.6
2023-09-08 17:32:05.043377,Airport Parking,Expense,341.07
2023-09-08 21:33:57.040962,Tuition Payment,Expense,410.33
2023-09-08 22:54:39.761910,Lottery Ticket,Income,434.54
2023-09-09 00:01:49.851485,Library Fee,Expense,340.51
2023-09-09 00:17:09.766117,Etsy Purchase,Income,270.36
2023-09-09 01:59:53.015902,ATM Fee,Income,488.38
2023-09-09 04:25:01.758986,Investment Income,Expense,384.4
2023-09-09 07:57:44.365036,Childcare Services,Expense,98.71
2023-09-09 08:33:08.672977,Amazon Purchase,Income,274.6
2023-09-09 09:06:28.284835,Childcare Services,Expense,281.44
2023-09-09 13:31:35.502851,Gym Membership,Expense,84.22
2023-09-09 14:08:45.526032,Dental Care,Income,73.59
2023-09-09 17:02:18.000298,Loan Repayment,Income,177.92
2023-09-09 17:08:40.682182,Bank Service Charge,Expense,391.79
2023-09-09 17:51:51.749279,Streaming Rental,Expense,140.04
2023-09-09 18:14:31.078825,Septic Tank Service,Income,348.32
2023-09-09 18:50:10.825687,Credit Report Fee,Income,167.2
2023-09-09 19:09:22.612911,Movie Theater,Income,33.39
2023-09-09 20:02:04.474991,Freelance Work,Expense,169.1
2023-09-09 22:28:38.314181,Donation to Charity,Income,8.98
2023-09-10 01:33:51.721627,Parking Fee,Income,361.8
2023-09-10 04:12:42.898163,Anniversary Gift,Expense,287.97
2023-09-10 12:20:36.315555,Credit Card Payment,Income,188.03
2023-09-10 15:45:28.655173,Retirement Contribution,Expense,58.21
2023-09-10 18:22:10.152202,Clothing Store,Income,442.97
2023-09-10 20:27:29.088343,Yacht Charter,Expense,223.39
2023-09-10 21:28:52.754445,Software License,Expense,190.03
2023-09-10 22:07:34.529829,Business Supplies,Income,449.18
2023-09-10 22:15:08.986680,Trash Collection,Income,135.45
2023-09-10 22:47:05.781600,Day Spa,Expense,396.93
2023-09-10 22:49:17.193195,Furniture Purchase,Expense,431.39
2023-09-10 23:51:14.748732,Vehicle Insurance,Income,235.77
2023-09-11 00:39:24.088704,School Supplies,Expense,99.52
2023-09-11 01:04:23.809882,Golf Club Membership,Expense,138.85
2023-09-11 01:13:51.256778,Sporting Event,Expense,244.06
2023-09-11 04:30:55.405058,Boat Rental,Income,317.7
2023-09-11 04:47:36.180047,Monthly Rent,Expense,469.68
2023-09-11 05:49:54.576357,Library Fee,Expense,94.13
2023-09-11 06:46:40.540504,Investment Income,Income,319.67
2023-09-11 09:00:13.239545,Septic Tank Service,Expense,175.72
2023-09-11 10:45:45.889343,Spotify Subscription,Income,413.09
2023-09-11 12:35:45.952586,Book Purchase,Income,258.2
2023-09-11 15:23:27.102924,Water Bill,Expense,289.11
2023-09-12 00:20:03.172322,Roof Repair,Income,76.07
2023-09-12 01:58:01.541616,Grocery Delivery,Income,422.07
2023-09-12 03:51:44.247014,Hardware Store,Expense,264.7
2023-09-12 05:13:50.030768,Restaurant Dining,Income,320.53
2023-09-12 06:00:05.391716,Wire Transfer Fee,Expense,242.5
2023-09-12 06:16:56.266358,Hiking Gear,Expense,419.37
2023-09-12 06:28:12.055085,Cell Phone Purchase,Expense,476.76
2023-09-12 08:22:44.136357,Credit Card Payment,Income,276.57
2023-09-12 12:52:07.367091,Pet Grooming,Expense,75.8
2023-09-12 14:21:47.750969,Investment Brokerage Fee,Expense,415.65
2023-09-12 14:59:41.542145,Online Coaching,Expense,274.99
2023-09-12 18:17:20.840281,Home Improvement,Income,284.89
2023-09-12 21:26:55.968462,Cabin Rental,Expense,32.78
2023-09-13 01:31:52.914048,Video Game,Expense,105.43
2023-09-13 02:00:43.315856,Restaurant Dining,Expense,286.5
2023-09-13 04:41:39.683801,Snow Removal,Expense,242.6
2023-09-13 05:11:42.998431,Grocery Store,Expense,182.55
2023-09-13 07:40:53.301981,Trust Fund Contribution,Expense,320.78
2023-09-13 08:06:02.466627,Electrician Service,Expense,309.94
2023-09-13 08:53:31.766777,Online Coaching,Expense,440.75
2023-09-13 14:17:20.363401,Job Board Fee,Expense,109.47
2023-09-13 17:07:26.627058,Natural Gas Bill,Income,224.14
2023-09-13 17:35:53.196473,Roof Repair,Expense,273.6
2023-09-13 19:32:33.469461,Landscaping,Expense,181.79
2023-09-13 21:03:25.587763,Pharmacy,Expense,277.71
2023-09-13 21:26:06.588580,Credit Report Fee,Income,144.61
2023-09-13 23:37:58.519192,Flight Ticket,Expense,140.58
2023-09-14 02:44:38.061673,Festival Tickets,Income,21.01
2023-09-14 06:14:43.224819,Luxury Purchase,Expense,274.3
2023-09-14 08:09:07.910425,Charity Event,Expense,246.61
2023-09-14 08:55:33.576680,Etsy Purchase,Expense,432.63
2023-09-14 10:54:14.307863,Credit Card Payment,Expense,51.7
2023-09-14 11:25:50.230847,Water Bill,Expense,254.22
2023-09-14 12:27:31.254748,Home Renovation,Expense,402.32
2023-09-14 12:40:02.705815,Yoga Class,Income,74.68
2023-09-14 14:30:49.501183,Festival Tickets,Expense,120.02
2023-09-14 14:51:24.634753,Subscription Box,Expense,346.63
2023-09-14 15:11:34.294354,Credit Report Fee,Expense,434.29
2023-09-14 16:08:42.877778,Tuition Payment,Income,365.24
2023-09-14 17:53:18.834668,Gifts & Cards,Expense,308.0
2023-09-14 19:06:37.474907,Yacht Charter,Income,405.55
2023-09-15 02:04:22.809179,Sewer Bill,Expense,252.34
2023-09-15 03:05:24.891703,Investment Account,Income,356.96
2023-09-15 03:13:44.250840,Hotel Stay,Income,337.4
2023-09-15 03:27:51.510071,Subscription Renewal,Expense,228.74
2023-09-15 04:01:39.127252,Software License,Expense,334.88
2023-09-15 05:47:57.721651,Spa Package,Expense,371.66
2023-09-15 10:20:28.532063,Department Store,Income,496.77
2023-09-15 10:35:43.872415,Accountant Fees,Expense,444.63
2023-09-15 11:07:52.547307,Bank Service Charge,Expense,181.27
2023-09-15 16:52:30.776594,Window Cleaning,Income,192.75
2023-09-15 17:17:25.564024,Retirement Contribution,Income,261.64
2023-09-15 19:48:44.578787,Hotel Stay,Expense,337.19
2023-09-15 21:12:08.406659,Hotel Stay,Expense,439.91
2023-09-15 23:37:51.114675,Consulting Income,Expense,87.36
2023-09-16 03:44:13.140903,Festival Tickets,Income,257.54
2023-09-16 04:50:20.690692,Furniture Purchase,Income,94.58
2023-09-16 07:03:58.402990,Subscription Renewal,Income,9.36
2023-09-16 09:29:45.181522,Tuition Payment,Income,202.55
2023-09-16 13:35:38.367600,Luxury Car Lease,Expense,340.9
2023-09-16 13:42:33.436881,Hiking Gear,Income,317.33
2023-09-16 15:27:35.519606,Home Cleaning,Income,453.36
2023-09-16 15:58:10.562187,Window Cleaning,Expense,252.07
2023-09-16 17:08:01.532577,Home Improvement,Income,245.43
2023-09-16 22:11:14.544086,Wedding Gift,Income,21.42
2023-09-17 00:09:21.835258,Software License,Expense,407.91
2023-09-17 02:03:58.243451,Personal Trainer,Income,488.94
2023-09-17 03:02:53.203758,Laundry Service,Expense,291.62
2023-09-17 04:19:36.724099,Home Improvement,Expense,255.33
2023-09-17 05:58:39.695090,Subscription Renewal,Expense,454.41
2023-09-17 06:34:14.488197,Video Game,Income,227.99
2023-09-17 14:06:48.677295,Restaurant Takeout,Income,221.69
2023-09-17 14:12:06.575483,Subscription Box,Expense,319.99
2023-09-17 16:35:47.759633,Festival Tickets,Expense,110.07
2023-09-17 18:07:28.943000,Yacht Charter,Expense,271.89
2023-09-17 19:38:06.161586,Babysitting Service,Income,337.71
2023-09-17 20:56:38.546666,Snow Removal,Income,361.46
2023-09-17 20:58:33.388793,Freight Shipping,Income,133.32
2023-09-17 22:44:40.623924,Hair Salon,Income,214.26
2023-09-18 00:21:12.850018,Library Fee,Expense,119.55
2023-09-18 03:12:56.021005,Trash Collection,Income,335.43
2023-09-18 03:22:06.188620,Home Renovation,Income,75.02
2023-09-18 05:58:37.749119,Freight Shipping,Income,14.44
2023-09-18 07:24:26.615510,Restaurant Takeout,Expense,443.75
2023-09-18 08:10:35.792492,Bank Service Charge,Expense,175.51
2023-09-18 08:24:34.486859,Trash Collection,Expense,153.1
2023-09-18 08:52:01.748846,Outdoor Equipment,Income,40.28
2023-09-18 09:38:55.563521,Pest Control,Income,41.0
2023-09-18 14:52:51.611042,Job Training Fee,Expense,367.01
2023-09-18 15:26:25.740335,Resume Service,Expense,424.05
2023-09-18 18:20:46.066960,Spotify Subscription,Income,431.45
2023-09-18 19:06:16.427825,Savings Deposit,Income,368.26
2023-09-18 20:21:02.465756,Vacation Home Rental,Income,321.73
2023-09-18 23:11:00.945977,Internet Bill,Expense,270.6
2023-09-18 23:41:21.288399,Art Gallery Purchase,Expense,328.22
2023-09-19 00:52:03.768590,Internet Bill,Expense,210.29
2023-09-19 04:01:42.570241,Childcare Services,Expense,226.0
2023-09-19 07:38:48.714960,Career Counseling,Income,56.43
2023-09-19 10:21:58.785687,Course Fees,Expense,297.02
2023-09-19 11:11:56.856898,Water Bill,Expense,366.22
2023-09-19 12:12:04.812517,Holiday Shopping,Income,418.85
2023-09-19 12:21:18.851074,Cell Phone Purchase,Income,329.13
2023-09-19 13:08:29.076443,Credit Card Payment,Income,437.16
2023-09-19 13:35:39.378953,Yoga Class,Expense,408.22
2023-09-19 17:30:47.337383,Firewood,Expense,479.27
2023-09-20 01:13:57.809730,Office Supplies,Income,324.06
2023-09-20 01:48:48.155282,Travel Insurance,Income,460.87
2023-09-20 04:49:25.458292,Side Gig Income,Income,338.36
2023-09-20 05:33:38.459492,Boat Rental,Income,341.22
2023-09-20 06:20:28.120840,Boat Rental,Expense,63.46
2023-09-20 08:22:22.159739,Home Improvement,Income,168.91
2023-09-20 12:24:34.954638,Personal Trainer,Expense,470.62
2023-09-20 14:17:15.476015,Museum Tickets,Income,254.45
2023-09-20 16:26:37.562852,Therapist Session,Income,421.05
2023-09-20 22:51:28.536811,Trash Collection,Income,8.11
2023-09-21 00:26:20.341400,Bowling Alley,Income,326.46
2023-09-21 03:31:05.183694,Luxury Hotel Stay,Income,50.61
2023-09-21 04:32:51.754434,Accountant Fees,Income,317.28
2023-09-21 06:03:07.588098,Personal Trainer,Expense,324.83
2023-09-21 06:47:16.941569,Weekend Getaway,Expense,55.25
